message,target
"unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making . ",0
"there 's a delightfully quirky movie to be made from curling , ",0
to a few rather than dozens ,0
might add -- slice of comedic bliss ,0
"ugly , pointless , stupid ",0
", overlong , and bombastic ",0
sets this romantic comedy apart ,0
an entirely stale concept ,0
the most disappointing woody allen movie ,0
for a bad film ,0
"manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie ",0
delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem . ,0
cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most . ,0
bland hotels ,0
their parents ,0
truly come to care about the main characters ,0
"'s ) quite a bit of heart , as you would expect from the directors of the little mermaid and aladdin ",0
's lots of cute animals and clumsy people ,0
with passion ,0
capturing ,0
laughter and self-exploitation merge into jolly soft-porn 'em powerment ,0
well-made pb & j sandwich ,0
"its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ",0
it 's a bad action movie because there 's no rooting interest ,0
captures both the beauty of the land and the people ,0
and powerful documentary ,0
pump life into overworked elements from eastwood 's dirty harry period ,0
finely cut diamond ,0
"... the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ... ",0
delighted ,0
puts enough salt into the wounds of the tortured and self-conscious material to make it sting ,0
spiderman rocks ,0
wheedling reluctant witnesses ,0
are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . ,0
each scene immediately succumbs to gravity and plummets to earth . ,0
"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn . ",0
even steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0
", the acting is robotically italicized , ",0
"engages us in constant fits of laughter , ",0
funny yet ,0
one big excuse to play one lewd scene after another ,0
teacher ,0
"anything but frustrating , ",0
with cardboard characters and performers ,0
brave ,0
walk away ,0
good job ,0
cultural and personal self-discovery and a picaresque view ,0
anchor the film in a very real and amusing give-and-take ,0
love a joy ,0
a 75-minute sample of puerile ,0
yawner . ,0
a true adaptation ,0
that never quite gel ,0
all awkward ,0
why,0
passes for sex in the movies look like cheap hysterics ,0
astonishing voice cast ,0
whose valuable messages are forgotten 10 minutes after the last trombone ,0
"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way ",0
gathering dust ,0
stupid bot s,2
of crudup 's anchoring performance ,0
the second half of the movie really goes downhill . ,0
some remarkable achival film ,0
"whatever the movie 's sentimental , hypocritical lessons about sexism , its true colors come out in various wet t-shirt and shower scenes . ",0
ogre alone is raping them,1
evolve ,0
showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation . ,0
a lobotomy ,0
ramsay is clearly extraordinarily talented ,0
power-lunchers ,0
narcissism ,0
sad to say ,0
glad ur a good sport about it,0
of those underrated professionals who deserve but rarely receive it ,0
halle berry does her best to keep up with him ,0
"chicago offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them . ",0
disgusting . ,0
"too hard to be funny in a way that 's too loud , too goofy and too short of an attention span ",0
no quarter ,0
your kids ,0
keep the film entertaining ,0
but quietly effective ,0
"a dull , simple-minded and stereotypical tale ",0
delivered in grand passion by the members of the various households . ,0
"is clear : not easily and , in the end , not well enough . ",0
bogs down in genre cliches here . ,0
", it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film . ",0
"delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance ",0
", lame screenplay ",0
"it embraces it , energizes it and takes big bloody chomps out of it ",0
also wanted a little alien as a friend ! ,0
cleverness ,0
"a solid , unassuming drama ",0
the movie 's downfall ,0
sin carry,0
thriller with enough unexpected twists to keep our interest ,0
that manages to find greatness in the hue of its drastic iconography ,0
too overdone ,0
be the best sex comedy about environmental pollution ever made ,0
smeary ,0
weirdness ,0
"hard , endearing , caring , ",0
"a fascinating , compelling story ",0
"american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway . ",0
familiar but utterly delightful . ,0
"is a variant of the nincompoop benigni persona , here a more annoying , though less angry version of the irresponsible sandlerian manchild , undercut by the voice of the star of road trip ",0
"it 's left a few crucial things out , like character development and coherence ",0
"more than makes up for in drama , suspense , revenge , and romance . ",0
is repellantly out of control . ,0
mixed-up ,0
it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it ,0
through this picture i was beginning to hate it ,0
succeeds ,0
family-friendly ,0
welsh whimsy ,0
a gorgeously strange movie ,0
"accept the characters and the film , flaws and all ",0
are clinically depressed and have abandoned their slim hopes and dreams ,0
a good line in charm ,0
the halloween series has lost its edge ,0
's good to see michael caine whipping out the dirty words and punching people in the stomach again ,0
a whale of a good time for both children and parents ,0
to a sunshine state ,0
wo n't much care about ,0
scrutiny ,0
is a sea of constant smiles and frequent laughter ,0
reassures us that he will once again be an honest and loving one . ,0
drug abuse ,0
unrewarding collar ,0
a true talent ,0
"opportunity to embrace small , sweet ` evelyn ",0
change the channel ,0
"is a dazzling , remarkably unpretentious reminder of what ( evans ) had , lost , and got back . ",0
washed out ,0
can we go next ,0
soul-searching ,0
the film settles too easily along the contours of expectation ,0
a breathtaking adventure ,0
"exalts the marxian dream of honest working folk , ",0
"marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . ",0
"when twentysomething hotsies make movies about their lives , hard-driving narcissism is a given ",0
the film to drag on for nearly three hours ,0
